WALIS LUM ID,Is this datapoint public?,Luminescence method,IGSN,Reference (s),Sample ID,Analysis ID,Reported ID,Laboratory name,Mineral type,Grain size,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Sample latitude (decimal degrees),Sample longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Comments on elevation,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Aliquot size,Equivalent Dose measurement protocol,Treatment during measurement,Statistical model for burial dose,Machine type,Detection unit,Stimulation unit,Optical Filters used for Detection,Number of aliquots/ single grains run,Number of aliquots/ single grains used in sample,Uncertainty level,Equivalent dose (Gy),Equivalent dose uncertainty (Gy),Overdispersion value (%),Overdispersion value uncertainty (%),Depth of burial (m),Approach of dose rate dermination,Uncertainty levels,Uranium content (ppm),Uranium content uncertainty (ppm),Thorium content (ppm),Thorium content uncertainty (ppm),Potassium content (%),Potassium content uncertainty (%),Rubidium content (ppm),Rubidium content uncertainty (ppm),Alpha dose rate (Gy/ka),Alpha dose rate uncertainty (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate uncertainty (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate uncertainty (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate uncertainty (Gy/ka),Field water content (% of dry mass),Water content determination method,Water Content used in Final Age Calculation (% of dry mass),Water Content used in Final Age Calculation  uncertainty (% of dry mass),Alpha attenuation factor,Dose Rate conversion factors,Total dose rate (Gy/Ka),Total dose rate uncertainty (Gy/ka),Was fading correction applied?,Method of fading correction,g-value (% per decade),g-value (±1σ) (% per decade),Comments,Record created by,Record updated by,Last Update
603,1,OSL,,"Astakhov and Seminova, 2021
 Nazarov et al., 2020
 Nazarov et al., 2021",NA21-001,NA21-001-001,RGI-159,"Laboratory of Optically Stimulated Luminescence of VSEGEI, St. Petersburg",Quartz,Coarse grains (sand),,Yes,,,,67.962401,83.230969,No,Mean Sea Level / General definition,Handheld GPS,26.5,N/A,26.5,4.5,"The elevation measurements were made with a GLONASS/GPS receiver with altimeter, with a stated uncertainty of 0.5 m, which is what we use.







The sample was taken from a sandy member of the marine unit, which occurred between 22 and 31 m. The elevation range encompasses this entire range, with an additional uncertainty based on the 0.5 m of measurement error.",Equal to,MIS 5,Age supported by warmer water mollusc species found in the sediments.,132.00,11.00,,SAR protocol,,,Risø TL / OSL Reader,,,,19,N/A,1-sigma,275,18,,,27,,1-sigma,,,,,,,,,,,,,,,,,,Assumed full saturation,20.000,,,,2.08,0.07,,,,,"pIRIR290 age is 146+/-12 ka







IR50 age is 92+/-4 ka",Evan Gowan,Evan Gowan,2021-10-13 02:10:12
604,1,OSL,,"Astakhov and Seminova, 2021
 Nazarov et al., 2020
 Nazarov et al., 2021",NA21-002,NA21-002-001,RGI-162,"Laboratory of Optically Stimulated Luminescence of VSEGEI, St. Petersburg",Quartz,Coarse grains (sand),,Yes,,,,67.970000,83.100000,No,Mean Sea Level / General definition,Handheld GPS,25,N/A,25,0.5,"The elevation measurements were made with a GLONASS/GPS receiver with altimeter, with a stated uncertainty of 0.5 m, which is what we use. The elevation is taken from a diagram in the paper",Equal to,MIS 5,Age supported by warmer water mollusc species found in the sediments.,114.00,12.00,,SAR protocol,,,Risø TL / OSL Reader,,,,23,N/A,1-sigma,201,17,,,25,,1-sigma,,,,,,,,,,,,,,,,,,Assumed full saturation,27.000,,,,1.77,0.07,,,,,"pIRIR290 age is 175+/-10 ka



IR50 age is 117+/-8 ka",Evan Gowan,Evan Gowan,2021-10-13 02:09:39
605,1,OSL,,"Astakhov and Seminova, 2021
 Nazarov et al., 2020
 Nazarov et al., 2021",NA21-003,NA21-003-001,RGI-160,"Laboratory of Optically Stimulated Luminescence of VSEGEI, St. Petersburg",Quartz,Coarse grains (sand),,Yes,,,,68.470000,83.120000,No,Mean Sea Level / General definition,Handheld GPS,30,N/A,30,0.5,"The elevation measurements were made with a GLONASS/GPS receiver with altimeter, with a stated uncertainty of 0.5 m, which is what we use. The elevation is taken from a diagram in the paper",Equal to,MIS 5,Age supported by warmer water mollusc species found in the sediments.,121.00,11.00,,SAR protocol,,,Risø TL / OSL Reader,,,,21,N/A,1-sigma,249,18,,,12,,1-sigma,,,,,,,,,,,,,,,,,,Assumed full saturation,31.000,,,,2.06,0.07,,,,,"pIRIR290 age is 139+/-9 ka



IR50 age is 94+/-5 ka",Evan Gowan,Evan Gowan,2021-10-13 02:13:56
1,1,TL,,"Nichol, 2002
 Ryan et al., 2020",NI02-001,NI02-001-001,OTP1,University of Wollongong TL Laboratory,Quartz,Coarse grains (sand),,Yes,,,,-35.822000,174.450300,,N/A,"dGPS, hand level and tape",N/A,N/A,N/A,N/A,,Equal to,MIS 5,MIS 5,115.00,19.00,,combined additive/regenerative technique,"Plateau region 300-500 C
Analysis Temp 375  C",,,,,,0,0,undefined,95.9,14.5,,,0,Cosmic dose rate assumed,undefined,,,,,0.55,0.10,50.00,25.00,,,,,,,0.1500,0.0500,,,2.900,3.000,,,0.830,0.040,,,,,All samples were collected from cross-bedded sands of Facies 3. Care was taken to sample at least 1 m from heavy mineral beds to minimise affect of radiation originating from these sediments. Samples of modern sand exposed to solar radiation were collected for determination of residual TL.,Deirdre Ryan,Deirdre Ryan,2020-02-13 08:29:19
4,1,TL,,"Nichol, 2002
 Ryan et al., 2020",NI02-002,NI02-002-001,OTP2,University of Wollongong TL Laboratory,Quartz,Coarse grains (sand),,Yes,,,,-35.825230,174.458200,,N/A,"dGPS, hand level and tape",N/A,N/A,N/A,N/A,,Equal to,MIS 5,MIS 5,92.00,19.00,,combined additive/regnerative technique,"Plateau Region 275 to 400 C
Analysis Temperature 350 C",,,,,,0,0,undefined,107.0,22.0,,,0,Cosmic dose rate assumed,undefined,,,,,0.80,0.10,50.00,25.00,,,0.1500,0.0500,,,,,,,3.80,3.00,,,1.16,0.04,,,,,All samples were collected from cross-bedded sand of Facies 3. Care was taken to sample at least 1 m from heavy mineral beds to minimise affect of radiation originating from these sediments. Samples of modern sand exposed to solar radiation were collected for determination of residual TL.,Deirdre Ryan,Deirdre Ryan,2020-01-27 15:12:37
5,1,TL,,"Nichol, 2002
 Ryan et al., 2020",NI02-003,NI02-003-001,OTP3,University of Wollongong TL Laboratory,Quartz,Coarse grains (sand),,Yes,,,,-35.825600,174.446400,,N/A,"dGPS, hand level and tape",N/A,N/A,N/A,N/A,,Equal to,MIS 5,MIS 5,85.00,8.00,,combined additive/regenerative technique,"Plateau region 300 to 450 C
Analysis Temp 375 C",,,,,,0,0,undefined,78.4,6.2,,,0,Cosmic dose rate assumed,undefined,,,,,0.60,0.10,50.00,25.00,,,,,,,0.1500,0.0500,,,4.50,3.00,,,0.92,0.04,,,,,All samples were collected from cross-bedded sand of Facies 3. Care was taken to sample at least 1 m from heavy mineral beds to minimise affect of radiation originating from these sediments. Samples of modern sand exposed to solar radiation were collected for determination of residual TL.,Deirdre Ryan,Deirdre Ryan,2020-01-27 15:12:49
262,1,OSL,,"Normand et al., 2019
 Thompson and Creveling, 2021",NR19-001,NR19-001-001,RN17-27,"Institute of Earth Surface Dynamics, University of Lausanne",Coarse grains,90150µm,,Yes,,,,25.2567922,60.80393,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",20.5,2,,,Elevation was given in Table 2. of reporting paper.,Equal to ,MIS 5a,MIS 5a,,,~100 grain,,,,Risø TL/OSL-DA- 20 reader,,,,12 Aliquots,~100,,,,,,0.5 +/- 0.1,,,1.8,0.08,0.6,0.02,0.15,0.004,3,0.23,,,,,,,,,2 +/- 2,,,,,,,,,,,,"Other information included in the table is Paleodose CAM, RSD, OD, Environmental dose, g-value % per decade, and fading corrected age.",Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
263,1,OSL ,,"Normand et al., 2019
 Thompson and Creveling, 2021",NR19-002,NR19-002-001,RN17-31,"Institute of Earth Surface Dynamics, University of Lausanne",Coarse grains,90150µm,,Yes,,,,25.2567922,60.80393,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",50.5,2,,,Elevation was given in Table 2. of reporting paper.,Equal to ,MIS 5a,MIS 5a,,,~100 grain,,,,Risø TL/OSL-DA- 20 reader,,,,12 Aliquots,~100,,,,,,0.5 +/- 0.1,,,3,0.13,1.4,0.05,0.22,0.006,8,0.62,,,,,,,,,2 +/- 2,,,,,,,,,,,,"Other information included in the table is Paleodose CAM, RSD, OD, Environmental dose, g-value % per decade, and fading corrected age.",Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
264,1,OSL,,"Normand et al., 2019
 Thompson and Creveling, 2021",NR19-003,NR19-003-001,RN17-45,"Institute of Earth Surface Dynamics, University of Lausanne",,,,Yes,,,,25.339073,60.166568,,Mean Sea Level / General definition,"dGPS, hand level and tape",64,2,,,Elevation was given in Table 2. of reporting paper.,,MIS 5a,MIS 5a,,,~100 grain,,,,Risø TL/OSL-DA- 20 reader,,,,12 Aliquots,~100,,,,,,0.5 ,,,1.6,0.08,1.9,0.07,0.52,0.015,16,1.23,,,,,,,,,2 +/- 2,,,,,,,,,,,,"Other information included in the table is Paleodose CAM, RSD, OD, Environmental dose, g-value % per decade, and fading corrected age.",Jessica Creveling and Schmitty Thompson,Jessica Creveling and Schmitty Thompson,2021-01-06 18:28:23
265,1,OSL,,"Normand et al., 2019
 Thompson and Creveling, 2021",NR19-004,NR19-004-001,RN17-47,"Institute of Earth Surface Dynamics, University of Lausanne",Coarse grains,90150µm,,Yes,,,,25.6552358,57.7874395,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",2.5,2,,,Elevation was given in Table 2. of reporting paper.,Equal to ,MIS 5a,MIS 5a,,,~100 grain,,,,Risø TL/OSL-DA- 20 reader,,,,12 Aliquots,~100,,,,,,0.5 +/- 0.1,,,1.5,0.06,1.3,0.05,0.47,0.014,8,0.62,,,,,,,,,2 +/- 2,,,,,,,,,,,,"Other information included in the table is Paleodose CAM, RSD, OD, Environmental dose, g-value % per decade, and fading corrected age.",Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
266,1,OSL,,"Normand et al., 2019
 Thompson and Creveling, 2021",NR19-005,NR19-005-001,RN17-14,"Institute of Earth Surface Dynamics, University of Lausanne",Coarse grains,90150µm,,Yes,,,,25.2694195,60.763467,Yes ,Mean Sea Level / General definition,"dGPS, hand level and tape",3,2,,,Elevation was given in Table 2. of reporting paper.,Equal to ,MIS 5a,MIS 5a,,,~100 grain,,,,Risø TL/OSL-DA- 20 reader,,,,12 Aliquots,~100,,,,,,1 +/- 0.3,,,2.3,0.1,2,0.07,0.37,0.011,14,1.08,,,,,,,,,2 +/- 2,,,,,,,,,,,,"Other information included in the table is Paleodose CAM, RSD, OD, Environmental dose, g-value % per decade, and fading corrected age.",Jessica Creveling and Schmitty Thompson,,2020-11-19 10:53:17
39,1,IRSL,,"Oakley et al, 2017
 Ryan et al., 2020",OA17-001,OA17-001-001,HB1,"Luminescence Dating Laboratory, Victoria University, Wellington",Feldspar,Fine grains (Silt),,Yes,,,,-42.561756,173.509080,No,Mean Sea Level / General definition,Not reported,40,5.0,N/A,N/A,"The sample was taken from a position nearby to the RSL indicator. Sample location and elevation information are provided in supplementary table 1 of the original publication. 
Elevation is aaproximated, based on non-differential DPGS and DEMs.",Equal to,MIS 5a,"The IRSL age can be correlated to MIS 5a or MIS 4; neither a major sea-level high stand. However, the authors suggest the terrace is correlated to late MIS 5a. ",74.00,9.00,,single aliquot regenerative method,Preheat at 270C for 30 seconds. Blue luminescence centered about 410 nm. Fading tests were performed but no anomalous fading detected. ,,,EMI 9235QA,,"Schott BG39, Kopp5-58",0,0,1-sigma,260.8,3.0,,,4.4,"Equivalent dose values were determined for 8 or 12 aliquots, and the arithmetic mean of these was used for age calculation. Dose rates were determined from radionuclide content, water content, and a-value and from the expected dose rate from cosmic rays. Radionuclide contents were measured in the laboratory using gamma spectrometry. Gamma rays were counted for a minimum of 24 hrs, using a high-resolution, broad-energy gamma spectrometer. Spectra were analyzed with GENIE2000 software. U, Th, and K concentrations were determined by comparison to standard samples. The dose rate from radionuclides were calculated using the conversion factors of Guerin et al (2011).  The a-value was estimated at 0.05 +/- 0.01 for all samples. The dose rate from cosmic rays was calculated from burial depth, geomagnetic latitude, and altitude, using the formulas and correction factors of Prescott and Hutton (1994).",1-sigma,2.21,0.15,9.44,0.13,2.39,0.05,,,,,,,,,0.1171,0.0059,,calculated as the weight of water divided by dry weight of the sample,22.500,,,,3.530,0.210,No,,,,,Deirdre Ryan,Deirdre Ryan,2020-02-11 11:06:36
40,1,IRSL,,"Oakley et al, 2017
 Ryan et al., 2020",OA17-002,OA17-002-001,HB2,"Luminescence Dating Laboratory, Victoria University, Wellington",Feldspar,Fine grains (Silt),,Yes,,,,-42.553600,173.505900,No,Mean Sea Level / General definition,Differential GPS,165.8,2.0,N/A,N/A,Sample location information provided in supplementary material 1,Equal to,MIS 5c,"The IRSL age can be correlated to MIS 5c or 5b; neither a major sea-level high stand. However, the authors suggest the terrace is correlated to late MIS 5c. ",95.00,10.00,,single aliquot regenerative method,Preheat at 270C for 30 seconds. Blue luminescence centered about 410 nm. Fading tests were performed but no anomalous fading detected. ,,,EMI 9235QA,,"Schott BG39, Kopp5-58",0,0,1-sigma,316.5,6.1,,,5.3,"Equivalent dose values were determined for 8 or 12 aliquots, and the arithmetic mean of these was used for age calculation. Dose rates were determined from radionuclide content, water content, and a-value and from the expected dose rate from cosmic rays. Radionuclide contents were measured in the laboratory using gamma spectrometry. Gamma rays were counted for a minimum of 24 hrs, using a high-resolution, broad-energy gamma spectrometer. Spectra were analyzed with GENIE2000 software. U, Th, and K concentrations were determined by comparison to standard samples. The dose rate from radionuclides were calculated using the conversion factors of Guerin et al (2011).  The a-value was estimated at 0.05 +/- 0.01 for all samples. The dose rate from cosmic rays was calculated from burial depth, geomagnetic latitude, and altitude, using the formulas and correction factors of Prescott and Hutton (1994).",1-sigma,1.98,0.15,8.09,0.09,2.09,0.04,,,,,,,,,0.1051,0.0053,,calculated as the weight of water divided by dry weight of the sample,15.200,,,,3.330,0.160,No,,,,,Deirdre Ryan,Deirdre Ryan,2020-02-11 11:06:13
41,1,IRSL,,"Oakley et al, 2017
 Ryan et al., 2020",OA17-003,OA17-003-001,GA2,"Luminescence Dating Laboratory, Victoria University, Wellington",Feldspar,Fine grains (Silt),,No,The sample produced a minimum age. The growth curve for the sample trends towards saturation. ,,,-43.101638,172.881092,No,Mean Sea Level / General definition,Not reported,60,4.0,N/A,N/A,"Sample location information provided in supplementary material 1. 

Elevation is an approximate based on non-differential DPGS and DEMs, and may have uncertainties of several meters. The 4 m uncertainty here was assigned to match the uncertainty of the RSL indicator. ",Older than,MIS 7,Minimum age - unlikely to reflect true age of the terrace,231.00,28.00,,single aliquot regenerative method,Preheat at 270C for 30 seconds. Blue luminescence centered about 410 nm. Fading tests were performed but no anomalous fading detected. ,,,EMI 9235QA,,"Schott BG39, Kopp5-58",0,0,1-sigma,728.9,15.5,,,6,"Equivalent dose values were determined for 8 or 12 aliquots, and the arithmetic mean of these was used for age calculation.

Dose rates were determined from radionuclide content, water content, and a-value and from the expected dose rate from cosmic rays. Radionuclide contents were measured in the laboratory using gamma spectrometry. Gamma rays were counted for a minimum of 24 hrs, using a high-resolution, broad-energy gamma spectrometer. Spectra were analyzed with GENIE2000 software. U, Th, and K concentrations were determined by comparison to standard samples. The dose rate from radionuclides were calculated using the conversion factors of Guerin et al (2011).  The a-value was estimated at 0.05 +/- 0.01 for all samples. The dose rate from cosmic rays was calculated from burial depth, geomagnetic latitude, and altitude, using the formulas and correction factors of Prescott and Hutton (1994).",1-sigma,2.09,0.17,8.71,0.14,1.99,0.05,,,,,,,,,0.0970,0.0048,,calculated as the weight of water divided by dry weight of the sample,0.202,,,,3.150,0.180,No,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-19 21:24:45
42,1,IRSL,,"Oakley et al, 2017
 Ryan et al., 2020",OA17-004,OA17-004-001,GA1,"Luminescence Dating Laboratory, Victoria University, Wellington",Feldspar,Fine grains (Silt),,Yes,,,,-43.102038,172.880565,No,Mean Sea Level / General definition,Not reported,67,4.0,N/A,N/A,"Sample location information provided in supplementary material 1. 

Elevation is an approximate based on non-differential DPGS and DEMs, and may have uncertainties of several meters. The 4 m uncertainty here was assigned to match the uncertainty of the RSL indicator. ",Equal to,MIS 5,Correlated to MIS 5c,99.00,9.00,,single aliquot regenerative method,Preheat at 270C for 30 seconds. Blue luminescence centered about 410 nm. Fading tests were performed but no anomalous fading detected. ,,,EMI 9235QA,,"Schott BG39, Kopp5-58",0,0,1-sigma,314.9,4.6,,,3.5,"Equivalent dose values were determined for 8 or 12 aliquots, and the arithmetic mean of these was used for age calculation.

Dose rates were determined from radionuclide content, water content, and a-value and from the expected dose rate from cosmic rays. Radionuclide contents were measured in the laboratory using gamma spectrometry. Gamma rays were counted for a minimum of 24 hrs, using a high-resolution, broad-energy gamma spectrometer. Spectra were analyzed with GENIE2000 software. U, Th, and K concentrations were determined by comparison to standard samples. The dose rate from radionuclides were calculated using the conversion factors of Guerin et al (2011).  The a-value was estimated at 0.05 +/- 0.01 for all samples. The dose rate from cosmic rays was calculated from burial depth, geomagnetic latitude, and altitude, using the formulas and correction factors of Prescott and Hutton (1994).",1-sigma,2.55,0.15,8.01,0.11,1.63,0.04,,,,,,,,,0.1310,0.0066,,calculated as the weight of water divided by dry weight of the sample,12.500,,,,3.190,0.150,No,,,,This sample was used to constrain the age of the terrace. ,Deirdre Ryan,Deirdre Ryan,2020-05-28 19:06:45
43,1,IRSL,,"Oakley et al, 2017
 Ryan et al., 2020",OA17-005,OA17-005-001,MB1,"Luminescence Dating Laboratory, Victoria University, Wellington",Feldspar,Fine grains (Silt),,No,"This sample showed disequilibrium in the uranium decay chain, affecting the estimated dose rate and thus age of the sample.",,,-43.005323,173.094814,No,Mean Sea Level / General definition,Differential GPS,62.2,4.0,N/A,N/A,"Sample location information provided in supplementary material 1. 

The uncertainty here was assigned to match the uncertainty of the RSL indicator. ",Equal to,MIS 5,Multiple ages possible - Uranium decay chains in disequilibrium. This age considered most likely.,105.00,12.00,,single aliquot regenerative method,Preheat at 270C for 30 seconds. Blue luminescence centered about 410 nm. Fading tests were performed but no anomalous fading detected. ,,,EMI 9235QA,,"Schott BG39, Kopp5-58",0,0,1-sigma,,,,,4,"Equivalent dose values were determined for 8 or 12 aliquots, and the arithmetic mean of these was used for age calculation.

Dose rates were determined from radionuclide content, water content, and a-value and from the expected dose rate from cosmic rays. Radionuclide contents were measured in the laboratory using gamma spectrometry. Gamma rays were counted for a minimum of 24 hrs, using a high-resolution, broad-energy gamma spectrometer. Spectra were analyzed with GENIE2000 software. U, Th, and K concentrations were determined by comparison to standard samples. The dose rate from radionuclides were calculated using the conversion factors of Guerin et al (2011).  The a-value was estimated at 0.05 +/- 0.01 for all samples. The dose rate from cosmic rays was calculated from burial depth, geomagnetic latitude, and altitude, using the formulas and correction factors of Prescott and Hutton (1994).

Three different ages were calculated for this sample due to the disequilibrium in the uranium decay chain. Estimates of uranium content were based upon (1) 234Th (2) 226Ra, 214Pb, 214Bi, and (3) 210Pb. ",1-sigma,,,4.27,0.06,1.39,0.03,,,,,,,,,,,,calculated as the weight of water divided by dry weight of the sample,15.600,,,,,,No,,,,The ages determined from this sample were considered to overestimate the age of the terrace. ,Deirdre Ryan,Deirdre Ryan,2020-06-19 21:24:18
146,1,OSL,,"Otvos, 2005
 Simms, 2021",OT05-001,OT005-001,B-3,"Research Laboratory for Archaeology, University of Oxford",Quartz,Coarse grains (sand),,Yes,,,,30.381876,-89.012805,Yes,N/A,"dGPS, hand level and tape",7,2,N/A,N/A,They give a range of elevations for the shoreline of +5 to +9 m.  For this we took the average and the reported variability as the error.,Equal to,MIS 5e,,117.00,12.40,,Single aliquot regenerative-dose (SAR),,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,10.000,,,,,,,,,,,Alexander Simms,Alexander Simms,2020-04-06 13:55:47
