WALIS ESR ID,Is this datapoint public?,Method,IGSN,Reference(s),Sample ID,Analysis ID,Reported ID,Laboratory name,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Younger/Equal to,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Mineral type,Grain size (µm),Aliquot size (mg),Measurement protocol,ESR spectrometre type,Measurement temperature (K),Acquisition parameters,ESR signal,Number of scans,Number of repeated measurements,Number of rotations in the cavity,Evaluation of the ESR signal intensity,Correction of the ESR intensities,Bleaching coefficient (%),Fitting program and error calculation,Fitting function,Data weighting used for fitting,Equivalent dose estimate (Gy),Equivalent dose estimate undertainty (±1σ) (Gy),Depth (m),Technique,Dose rate uncertainty type,external U (ppm),external U error (ppm),external Th (ppm),external Th error (ppm),external K (%),external K error (%),external Rb (ppm),external Rb error (ppm),External dose rate (Gy/ka),External dose rate uncertainty (Gy/ka),internal U (ppm),internal U error (ppm),internal Th (ppm),internal Th error (ppm),internal K (%),internal K error (%),internal Rb (ppm),internal Rb error (ppm),Internal dose rate (Gy/ka),Internal dose rate uncertainty (Gy/ka),Alpha dose rate (Gy/ka),Alpha dose rate error (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate error (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate error (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate error (Gy/ka),Field water content (% of dry mass),Water content determination method,Water content used (%),Water content used error (%),Attenuation factors,Conversion factors,Alpha efficiency factor,Etching method,Etch depth (µm),Etch depth error (µm),Total dose rate (Gy/ka),Total dose rate uncertainty (Gy/ka),Comments and notes,Record created by,Record updated by,Last Update
74,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-041,SC89-041-001,D-2615,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-46.557820,-67.434343,Yes,Mean Sea Level / General definition,Barometric altimeter,12,0,12,2.4,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.4 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",146.00,19.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,242.000,,7,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,3.3000,,1.3500,,,,,,2.6500,,,,,,,,0.6720,,,,0.7650,,0.2170,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 2.43/2.19

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:02:01
75,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-042,SC89-042-001,D-2667,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-46.557820,-67.434343,Yes,Mean Sea Level / General definition,Barometric altimeter,12,0,12,2.4,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.4 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",157.00,21.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,242.000,,7,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,3.3000,,1.3500,,,,,,2.6000,,,,,,,,0.7120,,,,0.7650,,0.0640,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 3.87/2.52

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:04:18
76,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-043,SC89-043-001,D-2352,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-47.034568,-66.678840,Yes,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",93.00,10.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,181.000,,3,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.5500,,6.6500,,1.0400,,,,,,3.7500,,,,,,,,0.8200,,,,0.9590,,0.1600,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 3.1/2.8

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:47:54
77,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-044,SC89-044-001,D-2353,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-47.034568,-66.678840,Yes,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",97.00,15.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,175.000,,3,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.7000,,6.5500,,1.1000,,,,,,2.9000,,,,,,,,0.6430,,,,0.9820,,0.1780,,,,,,,,,,,,,,,,"- species: Protothaca sp.



- shell thickness (before/after preparation, mm): 3.0/2.7



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:55:57
78,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-045,SC89-045-001,D-2354,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-47.034568,-66.678840,Yes,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",150.00,19.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,299.000,,3,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.4500,,6.4000,,1.0500,,,,,,3.3000,,,,,,,,0.8510,,,,0.9390,,0.1980,,,,,,,,,,,,,,,,"- species: Protothaca ant.



- shell thickness (before/after preparation, mm): 2.7/2.5



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:55:24
79,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-046,SC89-046-001,D-2355,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-47.034568,-66.678840,Yes,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",138.00,13.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,278.000,,3,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.4500,,7.1000,,1.1500,,,,,,3.3000,,,,,,,,0.8300,,,,0.9930,,0.1850,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 2.5/1.9

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:54:37
80,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-047,SC89-047-001,D-2356,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-47.034568,-66.678840,Yes,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",103.00,17.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,237.000,,3,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.6500,,8.7000,,1.3000,,,,,,4.2000,,,,,,,,0.9360,,,,1.1200,,0.2410,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 2.4/2.0

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:58:19
82,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-048,SC89-048-001,K-2317,University of Cologne,1995-01-01 00:00:00,Yes,,,,-42.483933,-63.611197,Yes,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,1.5,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (1.5 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",133.00,15.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,173.00000000,,2.5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.80000000,,6.40000000,,1.72000000,,,,,,0.55000000,,,,,,,,0.14000000,,,,0.83300000,,0.19400000,,,,,,,,,,,,,,,,"- species: Pitar sp.

- shell thickness (before/after preparation, mm): 3.0/2.8

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-09 00:53:26
83,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-049,SC89-049-001,D-2319,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-42.483933,-63.611197,Yes,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,1.5,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (1.5 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",109.00,27.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,128.00000000,,2.5,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.00000000,,6.75000000,,1.61000000,,,,,,0.55000000,,,,,,,,0.12900000,,,,0.89400000,,0.15200000,,,,,,,,,,,,,,,,"- species: Pitar sp.



- shell thickness (before/after preparation, mm): 3.5/3.2



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-09 03:09:27
84,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-050,SC89-050-001,D-2321,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-42.483933,-63.611197,Yes,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,1.5,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (1.5 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",136.00,16.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,170.00000000,,2.5,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.20000000,,6.60000000,,1.68000000,,,,,,0.70000000,,,,,,,,0.17800000,,,,0.91900000,,0.15000000,,,,,,,,,,,,,,,,"- species: Pitar rostrata



- shell thickness (before/after preparation, mm): 3.7/3.4



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-09 03:09:03
85,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-051,SC89-051-001,D-2339,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-42.483933,-63.611197,Yes,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,1.5,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (1.5 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",117.00,18.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,170.00000000,,2.5,"U/Th content determined using neutron activation analysis































































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.15000000,,6.95000000,,1.80000000,,,,,,1.10000000,,,,,,,,0.25800000,,,,0.95200000,,0.24200000,,,,,,,,,,,,,,,,"- species: Pitar sp.



- shell thickness (before/after preparation, mm): 2.6/2.4



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-09 03:08:41
86,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-052,SC89-052-001,K-2669,University of Cologne,1995-01-01 00:00:00,Yes,,,,-49.327193,-67.809105,Yes,High Tide Level,Barometric altimeter,13.2,0.5,8.7,2.8,"The elevation is taken from a diagram in the paper. The shells were from about 0.8 m below the top of the outcrop, which was reported to be about 14 m above high tide. From table 4.10 in Schellmann (1998), the mean tide level is 4.5 m below high tide. The uncertainty includes 20% of the reported elevation of the top of the outcrop (2.8 m), plus the reported elevation range (0.5 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",119.00,13.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,221.00000000,,0.8,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.80000000,,4.90000000,,0.88000000,,,,,,3.05000000,,,,,,,,0.71100000,,,,0.93300000,,0.21200000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 1.96/1.179

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-09 03:00:35
87,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-053,SC89-053-001,K-2670,University of Cologne,1995-01-01 00:00:00,Yes,,,,-49.327193,-67.809105,Yes,High Tide Level,Barometric altimeter,13.2,0.5,8.7,2.8,"The elevation is taken from a diagram in the paper. The shells were from about 0.8 m below the top of the outcrop, which was reported to be about 14 m above high tide. From table 4.10 in Schellmann (1998), the mean tide level is 4.5 m below high tide. The uncertainty includes 20% of the reported elevation of the top of the outcrop (2.8 m), plus the reported elevation range (0.5 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",107.00,12.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,222.00000000,,0.8,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.80000000,,4.90000000,,0.88000000,,,,,,4.10000000,,,,,,,,0.90700000,,,,0.93300000,,0.24600000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 1.927/1.509

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-09 03:02:22
88,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-054,SC89-054-001,K-2671,University of Cologne,1995-01-01 00:00:00,Yes,,,,-49.327193,-67.809105,Yes,High Tide Level,Barometric altimeter,12.5,0.5,8.0,2.8,"The elevation is taken from a diagram in the paper. The shells were from about 1.5 m below the top of the outcrop, which was reported to be about 14 m above high tide. From table 4.10 in Schellmann (1998), the mean tide level is 4.5 m below high tide. The uncertainty includes 20% of the reported elevation of the top of the outcrop (2.8 m), plus the reported elevation range (0.5 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",104.00,8.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,207.00000000,,1.5,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.90000000,,5.50000000,,1.10000000,,,,,,3.50000000,,,,,,,,0.77300000,,,,0.98300000,,0.24700000,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 1.944/1.179

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-09 03:05:30
